1.250229999999999997e+01,1.196679999999999922e+01,2.100600000000000023e+01,3.219080000000000297e+01,2.308990000000000009e+01,2.274820000000000064e+01,1.773270000000000124e+01,1.608360000000000056e+01,1.671999999999999886e+01,2.107590000000000074e+01,2.394669999999999987e+01,2.438340000000000174e+01,2.548209999999999908e+01,2.171420000000000172e+01,3.436760000000000304e+01,3.114910000000000068e+01,2.839600000000000080e+01,3.451930000000000121e+01,4.354749999999999943e+01,4.731779999999999831e+01,4.292049999999999699e+01,4.590460000000000207e+01,4.854599999999999937e+01,5.429099999999999682e+01,6.522799999999999443e+01,7.086920000000000641e+01,7.851829999999999643e+01,9.854049999999999443e+01,1.250857000000000028e+02,1.746125000000000114e+02,2.865276999999999816e+02,8.878667000000000371e+02,1.028626899999999978e+03,4.113113999999999919e+02,2.020007999999999981e+02,1.954561999999999955e+02,1.510775999999999897e+02,1.138785000000000025e+02,9.361339999999999861e+01,7.590130000000000621e+01,5.629919999999999902e+01,5.243910000000000338e+01,5.185159999999999769e+01,5.156060000000000088e+01,3.842170000000000130e+01,2.931540000000000035e+01,3.770980000000000132e+01,3.838669999999999760e+01,3.751910000000000167e+01,3.403620000000000090e+01,2.700619999999999976e+01,2.908589999999999876e+01,2.532890000000000086e+01,2.545870000000000033e+01,2.456129999999999924e+01,2.528010000000000090e+01,1.948780000000000001e+01,7.107400000000000162e+00,1.867760000000000176e+01,3.226409999999999911e+01,3.681150000000000233e+01,3.710470000000000113e+01,3.392349999999999710e+01,3.131779999999999831e+01
2.511110000000000042e+01,1.842119999999999891e+01,8.858100000000000307e+00,1.121640000000000015e+01,1.885559999999999903e+01,2.553930000000000078e+01,2.545110000000000028e+01,2.210750000000000171e+01,2.468639999999999901e+01,2.179149999999999920e+01,1.677329999999999899e+01,1.909840000000000160e+01,3.315480000000000160e+01,3.247209999999999752e+01,2.721979999999999933e+01,3.193400000000000105e+01,3.624230000000000018e+01,4.168569999999999709e+01,3.812789999999999679e+01,3.656499999999999773e+01,4.214820000000000277e+01,4.304910000000000281e+01,4.990149999999999864e+01,5.935309999999999775e+01,5.940590000000000259e+01,7.344060000000000343e+01,8.768129999999999313e+01,9.624169999999999447e+01,1.223666000000000054e+02,1.722837000000000103e+02,2.815301999999999794e+02,9.348101000000000340e+02,1.089504100000000108e+03,4.895536000000000172e+02,2.804202999999999975e+02,2.094193999999999960e+02,1.993097999999999956e+02,1.608504000000000076e+02,1.199557999999999964e+02,1.230229000000000070e+02,9.315720000000000312e+01,8.248439999999999372e+01,6.450830000000000553e+01,4.771200000000000330e+01,4.224340000000000117e+01,3.850580000000000069e+01,2.991580000000000084e+01,2.689310000000000045e+01,3.202309999999999945e+01,3.543319999999999936e+01,3.688660000000000139e+01,3.355819999999999936e+01,2.542249999999999943e+01,2.292849999999999966e+01,2.367559999999999931e+01,2.336779999999999902e+01,2.786959999999999837e+01,2.684450000000000003e+01,2.129500000000000171e+01,2.216570000000000107e+01,2.590249999999999986e+01,4.152179999999999893e+01,3.153130000000000166e+01,3.057939999999999969e+01
2.124599999999999866e+01,2.209339999999999904e+01,2.154889999999999972e+01,2.384090000000000131e+01,2.085760000000000147e+01,2.491049999999999898e+01,2.762320000000000064e+01,2.367449999999999832e+01,2.894519999999999982e+01,2.285429999999999851e+01,2.051460000000000150e+01,2.899459999999999837e+01,1.778480000000000061e+01,1.032280000000000086e+01,2.239089999999999847e+01,3.150750000000000028e+01,3.391329999999999956e+01,3.446940000000000026e+01,3.903609999999999758e+01,4.364659999999999940e+01,4.310759999999999792e+01,4.330939999999999657e+01,4.417609999999999815e+01,4.798599999999999710e+01,5.711430000000000007e+01,7.162919999999999732e+01,9.184799999999999898e+01,1.046915000000000049e+02,1.285108999999999924e+02,1.769799999999999898e+02,2.944563999999999737e+02,9.453944999999999936e+02,1.121282099999999900e+03,5.094952999999999861e+02,2.081129999999999995e+02,1.436503999999999905e+02,1.618939000000000021e+02,1.321582999999999970e+02,1.384197000000000060e+02,2.108868999999999971e+02,2.745663000000000125e+02,2.428556000000000097e+02,1.375835999999999899e+02,8.724720000000000653e+01,5.843229999999999791e+01,2.830770000000000053e+01,2.780610000000000070e+01,4.487100000000000222e+01,3.433840000000000003e+01,2.643039999999999878e+01,2.936530000000000129e+01,3.706589999999999918e+01,4.046249999999999858e+01,2.888429999999999964e+01,3.618130000000000024e+01,3.366190000000000282e+01,1.646799999999999997e+01,1.260340000000000060e+01,2.234580000000000055e+01,4.197950000000000159e+01,3.007550000000000168e+01,3.856839999999999691e+01,6.070130000000000337e+01,4.530700000000000216e+01
2.343019999999999925e+01,1.923400000000000176e+01,1.740520000000000067e+01,2.306640000000000157e+01,2.413680000000000092e+01,2.679850000000000065e+01,2.794389999999999930e+01,2.817810000000000059e+01,2.517859999999999943e+01,3.218809999999999860e+01,3.469319999999999737e+01,3.079860000000000042e+01,3.511809999999999832e+01,3.922220000000000084e+01,3.956089999999999662e+01,3.487729999999999819e+01,3.617340000000000089e+01,3.904429999999999978e+01,3.949060000000000059e+01,4.587919999999999732e+01,5.379180000000000206e+01,5.165789999999999793e+01,5.825959999999999894e+01,6.472360000000000468e+01,7.243080000000000496e+01,8.415489999999999782e+01,9.798290000000000077e+01,1.193683999999999941e+02,1.489277999999999906e+02,1.961784000000000106e+02,2.894211000000000240e+02,8.985756999999999834e+02,1.059044699999999921e+03,4.688793000000000006e+02,1.854033000000000015e+02,1.007305000000000064e+02,2.398505000000000109e+02,3.304800999999999931e+02,2.046985999999999990e+02,1.300156000000000063e+02,1.228649999999999949e+02,1.521230999999999938e+02,1.813863000000000056e+02,1.282342999999999904e+02,7.787290000000000134e+01,7.769970000000000709e+01,7.900790000000000646e+01,6.461809999999999832e+01,5.491230000000000189e+01,5.220739999999999981e+01,4.520559999999999690e+01,5.403900000000000148e+01,5.050379999999999825e+01,4.472529999999999717e+01,4.038289999999999935e+01,3.340480000000000160e+01,3.990500000000000114e+01,3.706929999999999836e+01,2.936199999999999832e+01,3.869980000000000331e+01,4.003880000000000194e+01,4.170139999999999958e+01,4.065209999999999724e+01,4.114650000000000318e+01
2.165520000000000067e+01,2.616290000000000049e+01,1.975029999999999930e+01,1.322269999999999968e+01,1.577899999999999991e+01,3.073150000000000048e+01,3.111449999999999960e+01,2.218250000000000099e+01,2.451689999999999969e+01,3.196170000000000044e+01,3.749329999999999785e+01,3.109659999999999869e+01,3.188129999999999953e+01,3.737239999999999895e+01,3.856060000000000088e+01,3.343099999999999739e+01,3.430870000000000175e+01,3.980539999999999878e+01,3.731660000000000110e+01,3.914009999999999678e+01,4.671399999999999864e+01,5.637919999999999732e+01,5.920940000000000225e+01,6.139439999999999742e+01,6.675499999999999545e+01,7.187829999999999586e+01,8.859019999999999584e+01,1.146139000000000010e+02,1.428036999999999921e+02,1.881619000000000028e+02,2.996920000000000073e+02,9.721675999999999931e+02,1.071617600000000039e+03,4.329456000000000131e+02,5.112805000000000177e+02,5.763732999999999720e+02,3.854458999999999946e+02,2.933838999999999828e+02,1.566399999999999864e+02,9.859820000000000562e+01,1.031684999999999945e+02,8.041320000000000334e+01,6.660139999999999816e+01,5.327960000000000207e+01,4.685799999999999699e+01,5.478739999999999810e+01,5.223940000000000339e+01,4.540120000000000289e+01,4.434080000000000155e+01,3.978840000000000288e+01,3.705799999999999983e+01,4.308740000000000236e+01,4.103439999999999799e+01,2.935699999999999932e+01,1.759909999999999997e+01,1.602329999999999899e+01,2.273170000000000002e+01,2.030989999999999895e+01,3.723299999999999699e+01,5.791720000000000113e+01,4.029650000000000176e+01,4.481609999999999872e+01,6.226979999999999649e+01,4.230579999999999785e+01
1.684629999999999939e+01,1.694219999999999970e+01,1.029359999999999964e+01,1.106119999999999948e+01,1.954949999999999832e+01,2.148110000000000142e+01,1.776549999999999940e+01,2.266120000000000090e+01,2.676419999999999888e+01,2.545629999999999882e+01,3.503949999999999676e+01,2.925009999999999977e+01,2.649569999999999936e+01,3.335349999999999682e+01,2.740240000000000009e+01,3.213040000000000163e+01,3.739939999999999998e+01,3.254279999999999973e+01,3.087790000000000035e+01,3.519030000000000058e+01,3.654879999999999995e+01,3.885300000000000153e+01,4.945130000000000337e+01,5.631269999999999953e+01,5.989229999999999876e+01,6.492959999999999354e+01,6.139099999999999824e+01,6.452679999999999438e+01,9.438290000000000646e+01,1.687323000000000093e+02,3.542613000000000056e+02,1.153998000000000047e+03,1.338634600000000091e+03,6.054013999999999669e+02,2.721648999999999887e+02,1.669304999999999950e+02,1.218875000000000028e+02,9.264060000000000628e+01,8.056019999999999470e+01,6.790309999999999491e+01,6.320790000000000219e+01,6.004279999999999973e+01,4.520360000000000156e+01,3.832079999999999842e+01,4.263340000000000174e+01,4.387019999999999698e+01,4.220609999999999928e+01,3.695539999999999736e+01,3.510549999999999926e+01,3.072060000000000102e+01,2.703879999999999839e+01,2.933160000000000167e+01,2.840670000000000073e+01,3.061530000000000129e+01,2.804390000000000072e+01,2.738939999999999841e+01,3.237639999999999674e+01,2.949409999999999954e+01,2.373659999999999926e+01,3.644740000000000180e+01,4.553479999999999706e+01,4.528090000000000259e+01,5.137919999999999732e+01,4.319310000000000116e+01
1.039879999999999960e+01,1.376190000000000069e+01,1.348140000000000072e+01,7.022300000000000431e+00,4.657300000000000217e+00,1.389179999999999993e+01,1.415450000000000053e+01,1.132929999999999993e+01,1.079209999999999958e+01,9.388999999999999346e+00,1.777349999999999852e+01,1.703689999999999927e+01,1.775730000000000075e+01,2.151719999999999899e+01,1.449210000000000065e+01,8.759000000000000341e+00,8.606500000000000483e+00,9.750500000000000611e+00,7.300699999999999967e+00,9.585699999999999221e+00,1.827880000000000038e+01,1.694869999999999877e+01,1.966730000000000089e+01,3.359170000000000300e+01,5.653209999999999980e+01,6.058010000000000161e+01,7.285120000000000573e+01,2.367643999999999949e+02,3.415536999999999921e+02,4.535285000000000082e+02,6.230773000000000366e+02,1.115845000000000027e+03,1.086281400000000076e+03,4.071469000000000165e+02,1.731860000000000070e+02,1.047124000000000024e+02,7.585219999999999629e+01,5.446039999999999992e+01,4.175399999999999778e+01,3.303329999999999700e+01,2.559009999999999962e+01,2.028879999999999839e+01,2.045899999999999963e+01,2.370439999999999969e+01,1.904250000000000043e+01,1.499660000000000082e+01,2.054909999999999926e+01,2.186510000000000176e+01,1.744119999999999848e+01,9.612899999999999778e+00,1.124900000000000055e+01,1.296160000000000068e+01,1.486580000000000013e+01,2.093929999999999936e+01,1.430310000000000059e+01,9.833199999999999719e+00,1.121250000000000036e+01,1.811380000000000123e+01,2.400349999999999895e+01,3.641949999999999932e+01,2.457750000000000057e+01,2.762719999999999843e+01,4.924730000000000274e+01,4.219729999999999848e+01
2.707760000000000034e+01,3.035030000000000072e+01,2.412839999999999918e+01,1.370010000000000083e+01,1.264799999999999969e+01,1.728519999999999968e+01,1.841880000000000095e+01,2.999630000000000152e+01,4.552890000000000015e+01,4.827250000000000085e+01,3.062559999999999860e+01,1.009329999999999927e+01,1.839130000000000109e+01,4.548080000000000211e+01,5.005919999999999703e+01,3.849830000000000041e+01,3.534890000000000043e+01,3.944089999999999918e+01,5.020270000000000010e+01,5.720620000000000260e+01,6.299549999999999983e+01,6.023049999999999926e+01,6.320430000000000348e+01,8.806640000000000157e+01,1.330980999999999881e+02,1.996168999999999869e+02,2.054002000000000123e+02,1.707030000000000030e+02,1.693292999999999893e+02,1.439028999999999883e+02,2.304076000000000022e+02,8.927391000000000076e+02,1.071733099999999922e+03,5.064691000000000258e+02,2.516702999999999975e+02,1.710375999999999976e+02,1.293156999999999925e+02,1.012228999999999957e+02,8.935389999999999588e+01,7.403029999999999688e+01,6.918760000000000332e+01,6.361599999999999966e+01,4.834080000000000155e+01,4.703079999999999927e+01,5.477969999999999828e+01,5.935649999999999693e+01,5.651019999999999754e+01,4.562180000000000035e+01,3.232090000000000174e+01,3.325419999999999732e+01,4.060349999999999682e+01,3.109130000000000038e+01,3.358169999999999789e+01,4.666740000000000066e+01,3.473120000000000118e+01,2.222289999999999921e+01,2.345660000000000167e+01,2.354319999999999879e+01,3.336310000000000286e+01,4.171809999999999974e+01,3.421849999999999881e+01,4.607930000000000348e+01,3.843070000000000164e+01,3.838210000000000122e+01
1.491039999999999921e+01,1.602980000000000160e+01,2.103790000000000049e+01,3.000730000000000075e+01,3.020899999999999963e+01,1.346930000000000049e+01,1.758060000000000045e+01,2.568149999999999977e+01,3.193319999999999936e+01,2.663899999999999935e+01,1.903630000000000067e+01,2.766000000000000014e+01,3.319700000000000273e+01,3.637510000000000332e+01,2.922650000000000148e+01,3.293509999999999849e+01,4.002870000000000061e+01,3.921470000000000056e+01,4.150549999999999784e+01,4.467719999999999914e+01,5.753399999999999892e+01,6.024770000000000181e+01,5.778020000000000067e+01,7.348430000000000462e+01,8.870919999999999561e+01,1.071312000000000069e+02,1.173534999999999968e+02,2.698777999999999793e+02,3.934076999999999771e+02,2.764286000000000172e+02,2.811648000000000138e+02,9.053319000000000187e+02,1.116627199999999903e+03,5.511636999999999489e+02,2.516745999999999981e+02,1.733714999999999975e+02,1.309619000000000142e+02,9.722740000000000293e+01,8.016509999999999536e+01,7.314910000000000423e+01,6.976390000000000668e+01,5.802510000000000190e+01,4.752170000000000272e+01,4.760719999999999885e+01,4.163539999999999708e+01,3.808259999999999934e+01,3.404950000000000188e+01,2.776500000000000057e+01,3.358209999999999695e+01,3.167200000000000060e+01,2.572159999999999869e+01,3.086009999999999920e+01,3.141090000000000160e+01,2.967190000000000083e+01,2.951839999999999975e+01,2.808689999999999998e+01,2.707829999999999870e+01,2.758549999999999969e+01,1.489729999999999954e+01,2.200440000000000040e+01,3.174109999999999943e+01,3.518919999999999959e+01,4.300889999999999702e+01,3.760370000000000346e+01
8.601100000000000634e+00,1.349130000000000074e+01,1.454269999999999996e+01,1.439100000000000001e+01,1.959339999999999904e+01,2.336060000000000159e+01,2.396349999999999980e+01,2.979860000000000042e+01,3.253269999999999840e+01,2.594340000000000046e+01,3.558290000000000219e+01,3.145860000000000056e+01,1.652700000000000102e+01,1.772220000000000084e+01,1.672090000000000032e+01,2.074899999999999878e+01,2.713909999999999911e+01,2.715930000000000177e+01,3.034270000000000067e+01,2.959469999999999956e+01,3.132270000000000110e+01,4.361959999999999837e+01,4.728059999999999974e+01,4.745479999999999876e+01,4.963419999999999987e+01,6.474530000000000030e+01,2.778450000000000273e+02,3.796999999999999886e+02,2.503348000000000013e+02,2.065379000000000076e+02,2.686881999999999948e+02,8.839492000000000189e+02,1.056665400000000091e+03,4.782529000000000110e+02,2.174414999999999907e+02,1.447240999999999929e+02,1.076697000000000060e+02,8.756419999999999959e+01,7.669339999999999691e+01,7.029519999999999413e+01,6.290440000000000254e+01,5.214549999999999841e+01,5.510159999999999769e+01,5.349329999999999785e+01,4.867040000000000077e+01,4.361749999999999972e+01,3.177590000000000003e+01,2.902649999999999864e+01,2.534199999999999875e+01,2.457359999999999900e+01,2.376119999999999877e+01,2.084659999999999869e+01,3.119330000000000069e+01,3.361149999999999949e+01,2.817599999999999838e+01,2.398219999999999885e+01,2.251239999999999952e+01,2.589720000000000155e+01,2.992770000000000152e+01,4.685320000000000107e+01,3.954849999999999710e+01,3.491790000000000305e+01,4.700240000000000151e+01,4.725130000000000052e+01
