4.696569812500000012e+02,2.366132875000000126e+02,1.178808937500000127e+02,8.500905625000000043e+01,7.155205000000000837e+01,6.367976875000000092e+01,5.872756875000000321e+01,5.588658124999999899e+01,5.406598749999999853e+01,5.354958124999999569e+01,5.504074375000000430e+01,6.125614375000000678e+01,7.082523124999998743e+01,9.336473749999998972e+01,1.395199062499999911e+02,3.891868187500000431e+02,3.969880625000000123e+02,2.048459687499999973e+02,1.192354312500000049e+02,9.382124374999999361e+01,8.228436250000000030e+01,7.794451250000000186e+01,7.924075625000000400e+01,6.831218125000000896e+01,7.105562500000000625e+01,7.725949374999999009e+01,6.970304375000000618e+01,6.753243750000000034e+01,7.072391249999999729e+01,8.098290000000000077e+01,1.227282874999999933e+02,3.420732249999999794e+02
3.861406250000000000e+02,2.086649125000000140e+02,1.360864250000000197e+02,1.017350187500000089e+02,7.015499374999998849e+01,6.267464999999999975e+01,5.732864374999999768e+01,5.187271249999999867e+01,5.259341249999999945e+01,5.071085000000000065e+01,4.142782499999999857e+01,4.511208750000000123e+01,5.377568749999999653e+01,6.692106250000000500e+01,1.084422312499999919e+02,3.176210499999999683e+02,4.083441750000000070e+02,2.152857875000000263e+02,1.107621000000000038e+02,8.399309374999999989e+01,7.521025000000000205e+01,7.594841875000000186e+01,6.236229375000000630e+01,5.893155624999999986e+01,7.198413125000000434e+01,6.945951875000000086e+01,6.745521249999998759e+01,8.538129999999999598e+01,1.200179062500000100e+02,1.507112624999999753e+02,1.745132437500000151e+02,3.504074749999999767e+02
3.342040999999999826e+02,1.586203437499999893e+02,7.967216874999999732e+01,5.763447500000000190e+01,4.749268125000000396e+01,4.229222500000000196e+01,4.023791249999999309e+01,3.894411875000000123e+01,3.719845624999999956e+01,3.708183749999999890e+01,3.875081875000000053e+01,4.342403749999999718e+01,5.057184374999999932e+01,6.323126249999999970e+01,1.004960062499999935e+02,2.877675312499999905e+02,3.217981499999999642e+02,1.572171749999999975e+02,8.620437499999999886e+01,6.149224999999999852e+01,5.045896874999999682e+01,4.083355625000000089e+01,3.779193125000000464e+01,3.697939374999999984e+01,3.785636250000000302e+01,3.906433125000000217e+01,4.212514999999999787e+01,4.650542500000000246e+01,5.134543749999999562e+01,6.340996249999999890e+01,9.477300625000000878e+01,2.768538499999999658e+02
3.605849812499999985e+02,1.741335062499999822e+02,8.640916874999999209e+01,6.088729374999999777e+01,5.019925000000000637e+01,4.436882500000000107e+01,4.069921875000000000e+01,3.856114374999999939e+01,3.796928749999999297e+01,3.875393125000000083e+01,4.059274375000000390e+01,4.584110000000000440e+01,5.442938125000000582e+01,6.802455625000000339e+01,1.012732312500000091e+02,3.016776624999999967e+02,3.019819187499999771e+02,1.390641812499999901e+02,6.534100624999999241e+01,5.878371250000000003e+01,5.299227499999999225e+01,3.810064375000000325e+01,3.636727499999999935e+01,3.880626875000000098e+01,3.703252499999999969e+01,3.742212500000000119e+01,4.012534374999999898e+01,4.377876874999999757e+01,5.630584375000000108e+01,6.913264374999999973e+01,8.795830624999999259e+01,2.536323499999999740e+02
3.554586437500000216e+02,1.669666312500000060e+02,8.447616250000001514e+01,6.094967499999999916e+01,4.918907500000000255e+01,4.344123125000000130e+01,4.083518750000000352e+01,3.938665625000000148e+01,3.864362500000000011e+01,3.981540625000000233e+01,4.213278125000000074e+01,4.560163124999999695e+01,5.305494374999999962e+01,6.772923749999999643e+01,1.022590937500000052e+02,3.026422437500000342e+02,3.028817250000000172e+02,1.426858562500000005e+02,7.664462499999999068e+01,5.929619999999999180e+01,4.781221874999999955e+01,3.997138125000000741e+01,3.537528749999999889e+01,3.321261875000000430e+01,3.290336250000000007e+01,3.420739375000000138e+01,3.613760624999999749e+01,3.988793124999999407e+01,4.598104999999999620e+01,5.760506875000000093e+01,8.756774999999998954e+01,2.586813937499999838e+02
3.024817437499999642e+02,1.510551687500000071e+02,7.513418749999999591e+01,4.968073749999999933e+01,4.642676250000000238e+01,4.360593124999999759e+01,3.787644374999999997e+01,3.534266250000000298e+01,3.507081875000000082e+01,3.604380000000000450e+01,3.825077500000000441e+01,4.314200624999999434e+01,4.691320000000000334e+01,5.599920625000000030e+01,8.745646250000000066e+01,2.553154062499999952e+02,2.931313749999999914e+02,1.414091437499999984e+02,7.259654999999999347e+01,5.323360625000000113e+01,3.966865624999999795e+01,3.850420000000000442e+01,3.828140625000000341e+01,3.696592499999999859e+01,3.414315000000000566e+01,3.655366874999999993e+01,4.478031875000000639e+01,4.356550000000000011e+01,4.823813750000000766e+01,6.035049375000000538e+01,8.448363750000001460e+01,2.454905187499999784e+02
3.456959562500000516e+02,1.637937124999999696e+02,8.235951875000000655e+01,5.924465624999999847e+01,4.813963125000000076e+01,4.218477500000000191e+01,4.000161250000000024e+01,3.812756249999999625e+01,3.713122500000000059e+01,3.774912499999999937e+01,3.972257499999999908e+01,4.408438124999999985e+01,5.170473750000000024e+01,6.587184999999999491e+01,9.826316250000000707e+01,2.916362562499999740e+02,3.185264312499999733e+02,1.482710624999999709e+02,7.779408750000000339e+01,5.558861250000000354e+01,4.548178124999999739e+01,4.051564999999999372e+01,3.767661250000000450e+01,3.546087500000000148e+01,3.535691875000000550e+01,3.690723125000000238e+01,3.880610000000000070e+01,4.223156249999999545e+01,5.019893749999999955e+01,6.294546250000000498e+01,9.304717499999999575e+01,2.749102312500000380e+02
2.735593625000000202e+02,1.300060937499999909e+02,6.493936874999999986e+01,4.649413124999999525e+01,3.798774374999999992e+01,3.396649374999999793e+01,3.150598749999999626e+01,2.995521250000000180e+01,2.974476874999999865e+01,3.044454999999999956e+01,3.184169375000000457e+01,3.468612500000000409e+01,4.135083750000000435e+01,5.224378750000000338e+01,7.721065624999999955e+01,2.304038937500000088e+02,2.691775812500000029e+02,1.285141812500000071e+02,6.185212500000000091e+01,4.421551875000000109e+01,3.609508750000000532e+01,3.375091874999999675e+01,3.093635625000000289e+01,2.949037500000000023e+01,2.898945624999999993e+01,2.859889374999999845e+01,3.020632499999999965e+01,3.278345000000000198e+01,3.802923125000000226e+01,4.916060625000000073e+01,7.359019374999999741e+01,2.222128875000000221e+02
2.759425187499999765e+02,1.272303812500000078e+02,6.448791875000000573e+01,4.725841250000000571e+01,3.882965624999999932e+01,3.425974374999999839e+01,3.181473125000000124e+01,3.013782499999999942e+01,2.955948749999999947e+01,3.039611874999999941e+01,3.242050000000000409e+01,3.513301250000000664e+01,4.045044375000000514e+01,5.140023750000000291e+01,7.757718125000000953e+01,2.357939624999999921e+02,3.257409250000000043e+02,1.588848437500000159e+02,8.261902499999999350e+01,6.501916249999999309e+01,5.148208125000000024e+01,4.309146250000000578e+01,4.098647499999999866e+01,3.724668125000000174e+01,3.448491250000000008e+01,3.401279999999999859e+01,3.851129999999999853e+01,4.381459375000000023e+01,5.305726250000000022e+01,7.104845625000000098e+01,9.951640625000001705e+01,2.737348749999999882e+02
2.770899625000000128e+02,1.350797124999999710e+02,6.301028750000000400e+01,4.766721875000000352e+01,4.689708124999999939e+01,4.317953750000000213e+01,3.694383125000000234e+01,3.397310000000000230e+01,3.536773124999999851e+01,3.879026874999999563e+01,4.380204374999999573e+01,4.580061874999999816e+01,4.488478125000000318e+01,5.434706875000000537e+01,8.669643125000000339e+01,2.359691124999999943e+02,2.960644687500000032e+02,1.348907874999999876e+02,7.089538749999999823e+01,5.732633125000000263e+01,5.151862500000000011e+01,4.365234375000000000e+01,3.994381249999999994e+01,3.695653749999999604e+01,3.727341874999999760e+01,3.922366875000000164e+01,4.379634999999999678e+01,4.613640625000000028e+01,5.048602499999999793e+01,5.782466875000000073e+01,8.784930625000001214e+01,2.614582937500000526e+02
2.759091999999999985e+02,1.307219812499999989e+02,6.609906875000001492e+01,4.828278124999999932e+01,3.949667499999999620e+01,3.415068124999999810e+01,3.226128124999999613e+01,3.146775625000000076e+01,3.072573125000000260e+01,3.044668124999999748e+01,3.158216250000000258e+01,3.546129374999999584e+01,4.201706874999999997e+01,5.234190000000000254e+01,7.851423124999999459e+01,2.337726062500000239e+02,3.040790062499999635e+02,1.403992812500000014e+02,7.540176249999998959e+01,5.937573125000000118e+01,4.747069374999999525e+01,4.244513125000000286e+01,3.881081875000000281e+01,3.443456249999999841e+01,3.414328749999999957e+01,3.428900624999999991e+01,3.544445625000000177e+01,3.953595624999999814e+01,4.544366875000000050e+01,5.754925624999999911e+01,8.656933750000000316e+01,2.591484124999999494e+02
3.457968000000000188e+02,1.630996750000000191e+02,8.193883125000000689e+01,5.840695625000000035e+01,4.823088125000000304e+01,4.283668124999999804e+01,3.978611250000000155e+01,3.726313749999999914e+01,3.689321875000000261e+01,3.753004375000000437e+01,3.920728125000000119e+01,4.464539999999999509e+01,5.176225000000000165e+01,6.462972500000000764e+01,9.812916874999999095e+01,2.937261999999999489e+02,3.410045375000000263e+02,1.622224937500000124e+02,7.993711874999999623e+01,5.939825625000000286e+01,5.093830624999999657e+01,4.435309374999999932e+01,4.184143124999999941e+01,3.915901250000000289e+01,3.870676250000000351e+01,3.834844999999999970e+01,3.863009375000000034e+01,4.291103750000000616e+01,5.041824375000000202e+01,6.660421250000000271e+01,9.630621250000000089e+01,2.859656812499999887e+02
3.509238062499999842e+02,1.662191374999999880e+02,8.341982500000000300e+01,5.922706875000000082e+01,4.805959375000000477e+01,4.291600625000000235e+01,4.055911874999999611e+01,3.873448125000000175e+01,3.748693750000000335e+01,3.796673125000000226e+01,4.034014375000000285e+01,4.531445000000000789e+01,5.228309999999999746e+01,6.622766874999999231e+01,9.945055000000000689e+01,2.965009749999999826e+02,3.877362562499999967e+02,1.877588312499999859e+02,9.497161875000000464e+01,6.651003124999999727e+01,5.553728124999999949e+01,4.738631875000000093e+01,4.461506874999999894e+01,4.237299375000000623e+01,4.075923749999999757e+01,4.176389375000000115e+01,4.479914374999999893e+01,4.924329375000000653e+01,5.731568124999999725e+01,7.190220000000000766e+01,1.077440562499999999e+02,3.269290812500000243e+02
3.417545937499999695e+02,1.609637500000000045e+02,8.171508750000000987e+01,5.875951249999999959e+01,4.735364375000000337e+01,4.197639999999999816e+01,3.867739999999999867e+01,3.697241875000000277e+01,3.694321874999999977e+01,3.753409374999999670e+01,3.947857500000000641e+01,4.357546874999999886e+01,5.106015625000000568e+01,6.490339375000000643e+01,9.662301250000000152e+01,2.898394625000000246e+02,3.516760937500000068e+02,1.674566749999999900e+02,8.510151249999999834e+01,6.040363125000000366e+01,4.941409999999999769e+01,4.371186875000000072e+01,4.006933125000000473e+01,3.803756874999999837e+01,3.753151875000000359e+01,3.841221875000000097e+01,4.078299375000000282e+01,4.433461249999999865e+01,5.137296249999999986e+01,6.565758124999999268e+01,9.948948749999999563e+01,2.978902375000000120e+02
